community_ab,community_eccc,ab_reading_date,ab_current_aqhi,ab_forecast_today,ab_forecast_tomorrow,ab_forecast_tonight,ab_pulled_at_utc,eccc_current_aqhi,eccc_pulled_at_utc,diff_ab_minus_eccc,abs_diff,flag
Red Deer,Red Deer,2026-06-19 15:00,3.0,3.0,2,3,2026-06-19T21:42:52+00:00,3.0,2026-06-19T21:42:53+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-19 15:00,2.0,2.0,2,2,2026-06-19T21:42:52+00:00,2.0,2026-06-19T21:42:53+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-19 15:00,2.0,2.0,2,2,2026-06-19T21:42:52+00:00,2.0,2026-06-19T21:42:53+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-19 15:00,2.0,3.0,2,3,2026-06-19T21:42:52+00:00,2.0,2026-06-19T21:42:53+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-19 15:00,3.0,3.0,3,3,2026-06-19T21:42:52+00:00,3.0,2026-06-19T21:42:53+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-19 15:00,3.0,3.0,3,3,2026-06-19T21:42:52+00:00,3.0,2026-06-19T21:42:53+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-19 15:00,2.0,2.0,2,2,2026-06-19T21:42:52+00:00,2.0,2026-06-19T21:42:53+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-19 15:00,2.0,2.0,2,2,2026-06-19T21:42:52+00:00,2.0,2026-06-19T21:42:53+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-19 15:00,2.0,3.0,2,3,2026-06-19T21:42:52+00:00,2.0,2026-06-19T21:42:53+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-19 15:00,3.0,3.0,2,3,2026-06-19T21:42:52+00:00,,,,,OK
Edmonton,Edmonton,2026-06-19 17:00,3.0,,2,3,2026-06-19T23:40:10+00:00,3.0,2026-06-19T23:40:11+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-19 17:00,3.0,,3,3,2026-06-19T23:40:10+00:00,3.0,2026-06-19T23:40:11+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-19 17:00,3.0,,3,3,2026-06-19T23:40:10+00:00,3.0,2026-06-19T23:40:11+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-19 17:00,2.0,,2,2,2026-06-19T23:40:10+00:00,2.0,2026-06-19T23:40:11+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-19 17:00,2.0,,2,2,2026-06-19T23:40:10+00:00,2.0,2026-06-19T23:40:11+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-19 17:00,2.0,,3,3,2026-06-19T23:40:10+00:00,2.0,2026-06-19T23:40:11+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-19 17:00,3.0,,3,3,2026-06-19T23:40:10+00:00,3.0,2026-06-19T23:40:11+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-19 17:00,3.0,,3,3,2026-06-19T23:40:10+00:00,3.0,2026-06-19T23:40:11+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-19 17:00,2.0,,2,2,2026-06-19T23:40:10+00:00,2.0,2026-06-19T23:40:11+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-19 17:00,2.0,,2,3,2026-06-19T23:40:10+00:00,2.0,2026-06-19T23:40:11+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-19 17:00,3.0,,2,3,2026-06-19T23:40:10+00:00,3.0,2026-06-19T23:40:11+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-19 17:00,3.0,,2,3,2026-06-19T23:40:10+00:00,,,,,OK
Edmonton,Edmonton,2026-06-19 18:00,3.0,,2,3,2026-06-20T01:23:03+00:00,3.0,2026-06-20T01:23:03+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-19 18:00,3.0,,3,3,2026-06-20T01:23:03+00:00,3.0,2026-06-20T01:23:03+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-19 18:00,3.0,,3,3,2026-06-20T01:23:03+00:00,3.0,2026-06-20T01:23:03+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-19 18:00,2.0,,2,2,2026-06-20T01:23:03+00:00,2.0,2026-06-20T01:23:03+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-19 18:00,2.0,,2,2,2026-06-20T01:23:03+00:00,2.0,2026-06-20T01:23:03+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-19 18:00,3.0,,3,3,2026-06-20T01:23:03+00:00,3.0,2026-06-20T01:23:03+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-19 18:00,3.0,,3,3,2026-06-20T01:23:03+00:00,3.0,2026-06-20T01:23:03+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-19 18:00,3.0,,3,3,2026-06-20T01:23:03+00:00,3.0,2026-06-20T01:23:03+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-19 17:00,2.0,,2,2,2026-06-20T01:23:03+00:00,2.0,2026-06-20T01:23:03+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-19 18:00,2.0,,2,3,2026-06-20T01:23:03+00:00,2.0,2026-06-20T01:23:03+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-19 18:00,3.0,,2,3,2026-06-20T01:23:03+00:00,3.0,2026-06-20T01:23:03+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-19 18:00,3.0,,2,3,2026-06-20T01:23:03+00:00,,,,,OK
Edmonton,Edmonton,2026-06-19 22:00,3.0,,2,3,2026-06-20T05:45:25+00:00,3.0,2026-06-20T05:45:26+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-19 22:00,3.0,,3,3,2026-06-20T05:45:25+00:00,3.0,2026-06-20T05:45:26+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-19 22:00,3.0,,3,3,2026-06-20T05:45:25+00:00,3.0,2026-06-20T05:45:26+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-19 22:00,1.0,,2,2,2026-06-20T05:45:25+00:00,1.0,2026-06-20T05:45:26+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-19 22:00,2.0,,2,2,2026-06-20T05:45:25+00:00,2.0,2026-06-20T05:45:26+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-19 23:00,2.0,,3,3,2026-06-20T05:45:25+00:00,2.0,2026-06-20T05:45:26+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-19 22:00,2.0,,3,3,2026-06-20T05:45:25+00:00,2.0,2026-06-20T05:45:26+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-19 22:00,3.0,,3,3,2026-06-20T05:45:25+00:00,3.0,2026-06-20T05:45:26+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-19 23:00,1.0,,2,2,2026-06-20T05:45:25+00:00,1.0,2026-06-20T05:45:26+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-19 22:00,2.0,,2,3,2026-06-20T05:45:25+00:00,2.0,2026-06-20T05:45:26+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-19 22:00,2.0,,2,3,2026-06-20T05:45:25+00:00,2.0,2026-06-20T05:45:26+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-19 23:00,2.0,,2,3,2026-06-20T05:45:25+00:00,,,,,OK
Edmonton,Edmonton,2026-06-20 01:00,2.0,,2,3,2026-06-20T07:37:44+00:00,2.0,2026-06-20T07:37:44+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-20 01:00,3.0,,3,3,2026-06-20T07:37:44+00:00,3.0,2026-06-20T07:37:44+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-20 01:00,3.0,,3,3,2026-06-20T07:37:44+00:00,3.0,2026-06-20T07:37:44+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-20 01:00,1.0,,2,2,2026-06-20T07:37:44+00:00,1.0,2026-06-20T07:37:44+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-20 01:00,2.0,,2,2,2026-06-20T07:37:44+00:00,2.0,2026-06-20T07:37:44+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-20 01:00,2.0,,3,3,2026-06-20T07:37:44+00:00,2.0,2026-06-20T07:37:44+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-20 01:00,2.0,,3,3,2026-06-20T07:37:44+00:00,2.0,2026-06-20T07:37:44+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-20 01:00,2.0,,3,3,2026-06-20T07:37:44+00:00,2.0,2026-06-20T07:37:44+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-20 01:00,1.0,,2,2,2026-06-20T07:37:44+00:00,1.0,2026-06-20T07:37:44+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-20 01:00,2.0,,2,3,2026-06-20T07:37:44+00:00,2.0,2026-06-20T07:37:44+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-20 01:00,2.0,,2,3,2026-06-20T07:37:44+00:00,2.0,2026-06-20T07:37:44+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-20 01:00,2.0,,2,3,2026-06-20T07:37:44+00:00,,,,,OK
Edmonton,Edmonton,2026-06-20 02:00,2.0,,2,3,2026-06-20T09:26:03+00:00,2.0,2026-06-20T09:26:03+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-20 02:00,2.0,,3,3,2026-06-20T09:26:03+00:00,2.0,2026-06-20T09:26:03+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-20 02:00,3.0,,3,3,2026-06-20T09:26:03+00:00,3.0,2026-06-20T09:26:03+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-20 02:00,1.0,,2,2,2026-06-20T09:26:03+00:00,1.0,2026-06-20T09:26:03+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-20 02:00,2.0,,2,2,2026-06-20T09:26:03+00:00,2.0,2026-06-20T09:26:03+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-20 03:00,2.0,,3,3,2026-06-20T09:26:03+00:00,2.0,2026-06-20T09:26:03+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-20 02:00,2.0,,3,3,2026-06-20T09:26:03+00:00,2.0,2026-06-20T09:26:03+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-20 02:00,2.0,,3,3,2026-06-20T09:26:03+00:00,2.0,2026-06-20T09:26:03+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-20 03:00,1.0,,2,2,2026-06-20T09:26:03+00:00,1.0,2026-06-20T09:26:03+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-20 02:00,2.0,,2,3,2026-06-20T09:26:03+00:00,2.0,2026-06-20T09:26:03+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-20 02:00,2.0,,2,3,2026-06-20T09:26:03+00:00,2.0,2026-06-20T09:26:03+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-20 02:00,2.0,,2,3,2026-06-20T09:26:03+00:00,,,,,OK
Edmonton,Edmonton,2026-06-20 04:00,2.0,,2,3,2026-06-20T11:03:35+00:00,2.0,2026-06-20T11:03:35+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-20 04:00,2.0,,3,3,2026-06-20T11:03:35+00:00,2.0,2026-06-20T11:03:35+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-20 04:00,3.0,,3,3,2026-06-20T11:03:35+00:00,3.0,2026-06-20T11:03:35+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-20 04:00,1.0,,2,2,2026-06-20T11:03:35+00:00,1.0,2026-06-20T11:03:35+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-20 03:00,2.0,,2,2,2026-06-20T11:03:35+00:00,2.0,2026-06-20T11:03:35+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-20 03:00,2.0,,3,3,2026-06-20T11:03:35+00:00,2.0,2026-06-20T11:03:35+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-20 04:00,2.0,,3,3,2026-06-20T11:03:35+00:00,2.0,2026-06-20T11:03:35+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-20 04:00,2.0,,3,3,2026-06-20T11:03:35+00:00,2.0,2026-06-20T11:03:35+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-20 04:00,1.0,,2,2,2026-06-20T11:03:35+00:00,1.0,2026-06-20T11:03:35+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-20 04:00,2.0,,2,3,2026-06-20T11:03:35+00:00,2.0,2026-06-20T11:03:35+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-20 04:00,2.0,,2,3,2026-06-20T11:03:35+00:00,2.0,2026-06-20T11:03:35+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-20 04:00,2.0,,2,3,2026-06-20T11:03:35+00:00,,,,,OK
Edmonton,Edmonton,2026-06-20 05:00,2.0,,2,3,2026-06-20T11:56:42+00:00,2.0,2026-06-20T11:56:42+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-20 04:00,2.0,,3,3,2026-06-20T11:56:42+00:00,2.0,2026-06-20T11:56:42+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-20 05:00,3.0,,3,3,2026-06-20T11:56:42+00:00,3.0,2026-06-20T11:56:42+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-20 05:00,1.0,,2,2,2026-06-20T11:56:42+00:00,1.0,2026-06-20T11:56:42+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-20 05:00,2.0,,2,2,2026-06-20T11:56:42+00:00,2.0,2026-06-20T11:56:42+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-20 03:00,2.0,,3,3,2026-06-20T11:56:42+00:00,1.0,2026-06-20T11:56:42+00:00,1.0,1.0,Minor difference
Medicine Hat,Medicine Hat,2026-06-20 04:00,2.0,,3,3,2026-06-20T11:56:42+00:00,2.0,2026-06-20T11:56:42+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-20 04:00,2.0,,3,3,2026-06-20T11:56:42+00:00,2.0,2026-06-20T11:56:42+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-20 05:00,1.0,,2,2,2026-06-20T11:56:42+00:00,1.0,2026-06-20T11:56:42+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-20 04:00,2.0,,2,3,2026-06-20T11:56:42+00:00,2.0,2026-06-20T11:56:42+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-20 04:00,2.0,,2,3,2026-06-20T11:56:42+00:00,2.0,2026-06-20T11:56:42+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-20 05:00,2.0,,2,3,2026-06-20T11:56:42+00:00,,,,,OK
Edmonton,Edmonton,2026-06-20 06:00,2.0,2.0,2,2,2026-06-20T12:55:23+00:00,2.0,2026-06-20T12:55:23+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-20 06:00,2.0,3.0,2,2,2026-06-20T12:55:23+00:00,2.0,2026-06-20T12:55:23+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-20 06:00,3.0,2.0,1,2,2026-06-20T12:55:23+00:00,3.0,2026-06-20T12:55:23+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-20 06:00,1.0,1.0,1,2,2026-06-20T12:55:23+00:00,1.0,2026-06-20T12:55:23+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-20 06:00,2.0,1.0,1,1,2026-06-20T12:55:23+00:00,2.0,2026-06-20T12:55:23+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-20 03:00,2.0,2.0,2,2,2026-06-20T12:55:23+00:00,1.0,2026-06-20T12:55:23+00:00,1.0,1.0,Minor difference
Medicine Hat,Medicine Hat,2026-06-20 06:00,2.0,2.0,2,2,2026-06-20T12:55:23+00:00,2.0,2026-06-20T12:55:23+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-20 06:00,2.0,3.0,2,2,2026-06-20T12:55:23+00:00,2.0,2026-06-20T12:55:23+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-20 06:00,1.0,2.0,1,2,2026-06-20T12:55:23+00:00,1.0,2026-06-20T12:55:23+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-20 06:00,2.0,2.0,2,2,2026-06-20T12:55:23+00:00,2.0,2026-06-20T12:55:23+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-20 06:00,2.0,2.0,2,2,2026-06-20T12:55:23+00:00,2.0,2026-06-20T12:55:23+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-20 06:00,2.0,2.0,2,2,2026-06-20T12:55:23+00:00,,,,,OK
Edmonton,Edmonton,2026-06-20 08:00,2.0,2.0,2,2,2026-06-20T14:58:45+00:00,2.0,2026-06-20T14:58:45+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-20 08:00,2.0,3.0,2,2,2026-06-20T14:58:45+00:00,2.0,2026-06-20T14:58:45+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-20 08:00,2.0,2.0,1,2,2026-06-20T14:58:45+00:00,2.0,2026-06-20T14:58:45+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-20 08:00,1.0,1.0,1,2,2026-06-20T14:58:45+00:00,1.0,2026-06-20T14:58:45+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-20 08:00,1.0,1.0,1,1,2026-06-20T14:58:45+00:00,1.0,2026-06-20T14:58:45+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-20 08:00,2.0,2.0,2,2,2026-06-20T14:58:45+00:00,2.0,2026-06-20T14:58:45+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-20 08:00,2.0,2.0,2,2,2026-06-20T14:58:45+00:00,2.0,2026-06-20T14:58:45+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-20 08:00,2.0,3.0,2,2,2026-06-20T14:58:45+00:00,2.0,2026-06-20T14:58:45+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-20 08:00,1.0,2.0,1,2,2026-06-20T14:58:45+00:00,1.0,2026-06-20T14:58:45+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-20 08:00,2.0,2.0,2,2,2026-06-20T14:58:45+00:00,2.0,2026-06-20T14:58:45+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-20 08:00,2.0,2.0,2,2,2026-06-20T14:58:45+00:00,2.0,2026-06-20T14:58:45+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-20 08:00,2.0,2.0,2,2,2026-06-20T14:58:45+00:00,,,,,OK
Edmonton,Edmonton,2026-06-20 09:00,2.0,2.0,2,2,2026-06-20T15:52:26+00:00,2.0,2026-06-20T15:52:26+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-20 09:00,2.0,3.0,2,2,2026-06-20T15:52:26+00:00,2.0,2026-06-20T15:52:26+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-20 09:00,2.0,2.0,1,2,2026-06-20T15:52:26+00:00,2.0,2026-06-20T15:52:26+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-20 09:00,1.0,1.0,1,2,2026-06-20T15:52:26+00:00,1.0,2026-06-20T15:52:26+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-20 09:00,1.0,1.0,1,1,2026-06-20T15:52:26+00:00,1.0,2026-06-20T15:52:26+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-20 09:00,2.0,2.0,2,2,2026-06-20T15:52:26+00:00,2.0,2026-06-20T15:52:26+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-20 09:00,2.0,2.0,2,2,2026-06-20T15:52:26+00:00,2.0,2026-06-20T15:52:26+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-20 09:00,2.0,3.0,2,2,2026-06-20T15:52:26+00:00,2.0,2026-06-20T15:52:26+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-20 09:00,1.0,2.0,1,2,2026-06-20T15:52:26+00:00,1.0,2026-06-20T15:52:26+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-20 09:00,2.0,2.0,2,2,2026-06-20T15:52:26+00:00,2.0,2026-06-20T15:52:26+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-20 09:00,2.0,2.0,2,2,2026-06-20T15:52:26+00:00,2.0,2026-06-20T15:52:26+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-20 09:00,2.0,2.0,2,2,2026-06-20T15:52:26+00:00,,,,,OK
Edmonton,Edmonton,2026-06-20 10:00,2.0,2.0,2,2,2026-06-20T16:49:54+00:00,2.0,2026-06-20T16:49:54+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-20 10:00,2.0,3.0,2,2,2026-06-20T16:49:54+00:00,2.0,2026-06-20T16:49:54+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-20 10:00,2.0,2.0,1,2,2026-06-20T16:49:54+00:00,2.0,2026-06-20T16:49:54+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-20 10:00,1.0,1.0,1,2,2026-06-20T16:49:54+00:00,1.0,2026-06-20T16:49:54+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-20 10:00,1.0,1.0,1,1,2026-06-20T16:49:54+00:00,1.0,2026-06-20T16:49:54+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-20 10:00,2.0,2.0,2,2,2026-06-20T16:49:54+00:00,2.0,2026-06-20T16:49:54+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-20 10:00,2.0,2.0,2,2,2026-06-20T16:49:54+00:00,2.0,2026-06-20T16:49:54+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-20 10:00,2.0,3.0,2,2,2026-06-20T16:49:54+00:00,2.0,2026-06-20T16:49:54+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-20 10:00,1.0,2.0,1,2,2026-06-20T16:49:54+00:00,1.0,2026-06-20T16:49:54+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-20 10:00,2.0,2.0,2,2,2026-06-20T16:49:54+00:00,2.0,2026-06-20T16:49:54+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-20 10:00,2.0,2.0,2,2,2026-06-20T16:49:54+00:00,2.0,2026-06-20T16:49:54+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-20 10:00,1.0,2.0,2,2,2026-06-20T16:49:54+00:00,,,,,OK
Edmonton,Edmonton,2026-06-20 11:00,2.0,2.0,2,2,2026-06-20T17:48:48+00:00,2.0,2026-06-20T17:48:48+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-20 11:00,2.0,3.0,2,2,2026-06-20T17:48:48+00:00,2.0,2026-06-20T17:48:48+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-20 11:00,2.0,2.0,1,2,2026-06-20T17:48:48+00:00,2.0,2026-06-20T17:48:48+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-20 11:00,1.0,1.0,1,2,2026-06-20T17:48:48+00:00,1.0,2026-06-20T17:48:48+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-20 11:00,1.0,1.0,1,1,2026-06-20T17:48:48+00:00,1.0,2026-06-20T17:48:48+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-20 11:00,2.0,2.0,2,2,2026-06-20T17:48:48+00:00,2.0,2026-06-20T17:48:48+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-20 11:00,2.0,2.0,2,2,2026-06-20T17:48:48+00:00,2.0,2026-06-20T17:48:48+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-20 11:00,2.0,3.0,2,2,2026-06-20T17:48:48+00:00,2.0,2026-06-20T17:48:48+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-20 11:00,2.0,2.0,1,2,2026-06-20T17:48:48+00:00,2.0,2026-06-20T17:48:48+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-20 11:00,2.0,2.0,2,2,2026-06-20T17:48:48+00:00,2.0,2026-06-20T17:48:48+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-20 11:00,2.0,2.0,2,2,2026-06-20T17:48:48+00:00,2.0,2026-06-20T17:48:48+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-20 11:00,1.0,2.0,2,2,2026-06-20T17:48:48+00:00,,,,,OK
Edmonton,Edmonton,2026-06-20 12:00,2.0,2.0,2,2,2026-06-20T18:48:07+00:00,2.0,2026-06-20T18:48:07+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-20 12:00,2.0,3.0,2,2,2026-06-20T18:48:07+00:00,2.0,2026-06-20T18:48:07+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-20 12:00,2.0,2.0,1,2,2026-06-20T18:48:07+00:00,2.0,2026-06-20T18:48:07+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-20 12:00,1.0,1.0,1,2,2026-06-20T18:48:07+00:00,1.0,2026-06-20T18:48:07+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-20 12:00,1.0,1.0,1,1,2026-06-20T18:48:07+00:00,1.0,2026-06-20T18:48:07+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-20 12:00,2.0,2.0,2,2,2026-06-20T18:48:07+00:00,2.0,2026-06-20T18:48:07+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-20 12:00,2.0,2.0,2,2,2026-06-20T18:48:07+00:00,2.0,2026-06-20T18:48:07+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-20 12:00,2.0,3.0,2,2,2026-06-20T18:48:07+00:00,2.0,2026-06-20T18:48:07+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-20 12:00,2.0,2.0,1,2,2026-06-20T18:48:07+00:00,2.0,2026-06-20T18:48:07+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-20 12:00,2.0,2.0,2,2,2026-06-20T18:48:07+00:00,2.0,2026-06-20T18:48:07+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-20 12:00,2.0,2.0,2,2,2026-06-20T18:48:07+00:00,2.0,2026-06-20T18:48:07+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-20 12:00,2.0,2.0,2,2,2026-06-20T18:48:07+00:00,,,,,OK
Edmonton,Edmonton,2026-06-20 13:00,2.0,2.0,2,2,2026-06-20T19:52:24+00:00,2.0,2026-06-20T19:52:24+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-20 13:00,2.0,3.0,2,2,2026-06-20T19:52:24+00:00,2.0,2026-06-20T19:52:24+00:00,0.0,0.0,OK
