community_ab,community_eccc,ab_reading_date,ab_current_aqhi,ab_forecast_today,ab_forecast_tomorrow,ab_forecast_tonight,ab_pulled_at_utc,eccc_current_aqhi,eccc_pulled_at_utc,diff_ab_minus_eccc,abs_diff,flag
Lethbridge,Lethbridge,2026-07-05 17:00,2.0,,2,2,2026-07-05T23:31:48+00:00,2.0,2026-07-05T23:31:48+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-05 16:00,3.0,,3,3,2026-07-05T23:31:48+00:00,3.0,2026-07-05T23:31:48+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-05 16:00,2.0,,2,2,2026-07-05T23:31:48+00:00,2.0,2026-07-05T23:31:48+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-05 17:00,2.0,,2,2,2026-07-05T23:31:48+00:00,2.0,2026-07-05T23:31:48+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-05 16:00,2.0,,2,2,2026-07-05T23:31:48+00:00,2.0,2026-07-05T23:31:48+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-05 16:00,2.0,,2,2,2026-07-05T23:31:48+00:00,2.0,2026-07-05T23:31:48+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-05 17:00,2.0,,2,2,2026-07-05T23:31:48+00:00,,,,,OK
Edmonton,Edmonton,2026-07-05 21:00,2.0,,2,2,2026-07-06T04:41:02+00:00,2.0,2026-07-06T04:41:02+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-05 21:00,3.0,,3,3,2026-07-06T04:41:02+00:00,2.0,2026-07-06T04:41:02+00:00,1.0,1.0,Minor difference
Red Deer,Red Deer,2026-07-05 21:00,2.0,,2,2,2026-07-06T04:41:02+00:00,2.0,2026-07-06T04:41:02+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-05 21:00,2.0,,4,4,2026-07-06T04:41:02+00:00,1.0,2026-07-06T04:41:02+00:00,1.0,1.0,Minor difference
Grande Prairie,Grande Prairie,2026-07-05 21:00,2.0,,2,2,2026-07-06T04:41:02+00:00,2.0,2026-07-06T04:41:02+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-05 22:00,2.0,,2,2,2026-07-06T04:41:02+00:00,2.0,2026-07-06T04:41:02+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-05 21:00,3.0,,3,3,2026-07-06T04:41:02+00:00,3.0,2026-07-06T04:41:02+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-05 21:00,2.0,,2,2,2026-07-06T04:41:02+00:00,2.0,2026-07-06T04:41:02+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-05 22:00,2.0,,2,2,2026-07-06T04:41:02+00:00,2.0,2026-07-06T04:41:02+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-05 21:00,2.0,,2,2,2026-07-06T04:41:02+00:00,2.0,2026-07-06T04:41:02+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-05 21:00,2.0,,2,2,2026-07-06T04:41:02+00:00,2.0,2026-07-06T04:41:02+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-05 22:00,2.0,,2,2,2026-07-06T04:41:02+00:00,,,,,OK
Edmonton,Edmonton,2026-07-06 02:00,2.0,,2,2,2026-07-06T09:11:45+00:00,2.0,2026-07-06T09:11:46+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-06 02:00,2.0,,3,3,2026-07-06T09:11:45+00:00,2.0,2026-07-06T09:11:46+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-06 02:00,1.0,,2,2,2026-07-06T09:11:45+00:00,1.0,2026-07-06T09:11:46+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-06 02:00,3.0,,4,4,2026-07-06T09:11:45+00:00,3.0,2026-07-06T09:11:46+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-06 02:00,1.0,,2,2,2026-07-06T09:11:45+00:00,1.0,2026-07-06T09:11:46+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-06 02:00,2.0,,2,2,2026-07-06T09:11:45+00:00,2.0,2026-07-06T09:11:46+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-06 02:00,2.0,,3,3,2026-07-06T09:11:45+00:00,2.0,2026-07-06T09:11:46+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-06 02:00,1.0,,2,2,2026-07-06T09:11:45+00:00,1.0,2026-07-06T09:11:46+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-06 02:00,1.0,,2,2,2026-07-06T09:11:45+00:00,1.0,2026-07-06T09:11:46+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-06 02:00,2.0,,2,2,2026-07-06T09:11:45+00:00,2.0,2026-07-06T09:11:46+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-06 02:00,2.0,,2,2,2026-07-06T09:11:45+00:00,2.0,2026-07-06T09:11:46+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-06 02:00,2.0,,2,2,2026-07-06T09:11:45+00:00,,,,,OK
Edmonton,Edmonton,2026-07-06 06:00,2.0,3.0,3,3,2026-07-06T13:00:05+00:00,2.0,2026-07-06T13:00:05+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-06 06:00,1.0,3.0,3,3,2026-07-06T13:00:05+00:00,1.0,2026-07-06T13:00:05+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-06 06:00,1.0,2.0,3,2,2026-07-06T13:00:05+00:00,1.0,2026-07-06T13:00:05+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-06 06:00,2.0,5.0,4,5,2026-07-06T13:00:05+00:00,2.0,2026-07-06T13:00:05+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-06 06:00,1.0,2.0,3,2,2026-07-06T13:00:05+00:00,1.0,2026-07-06T13:00:05+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-06 03:00,2.0,3.0,3,3,2026-07-06T13:00:05+00:00,1.0,2026-07-06T13:00:05+00:00,1.0,1.0,Minor difference
Medicine Hat,Medicine Hat,2026-07-06 06:00,2.0,3.0,3,3,2026-07-06T13:00:05+00:00,2.0,2026-07-06T13:00:05+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-06 06:00,1.0,3.0,3,3,2026-07-06T13:00:05+00:00,1.0,2026-07-06T13:00:05+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-06 06:00,1.0,2.0,2,2,2026-07-06T13:00:05+00:00,1.0,2026-07-06T13:00:05+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-06 06:00,1.0,2.0,3,2,2026-07-06T13:00:05+00:00,1.0,2026-07-06T13:00:05+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-06 06:00,1.0,3.0,3,3,2026-07-06T13:00:05+00:00,1.0,2026-07-06T13:00:05+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-06 06:00,1.0,3.0,3,3,2026-07-06T13:00:05+00:00,,,,,OK
Edmonton,Edmonton,2026-07-06 10:00,2.0,3.0,3,3,2026-07-06T16:31:19+00:00,2.0,2026-07-06T16:31:19+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-06 10:00,2.0,3.0,3,3,2026-07-06T16:31:19+00:00,1.0,2026-07-06T16:31:19+00:00,1.0,1.0,Minor difference
Red Deer,Red Deer,2026-07-06 10:00,1.0,2.0,3,2,2026-07-06T16:31:19+00:00,1.0,2026-07-06T16:31:19+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-06 10:00,2.0,5.0,4,5,2026-07-06T16:31:19+00:00,2.0,2026-07-06T16:31:19+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-06 10:00,1.0,2.0,3,2,2026-07-06T16:31:19+00:00,1.0,2026-07-06T16:31:19+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-06 10:00,2.0,3.0,3,3,2026-07-06T16:31:19+00:00,2.0,2026-07-06T16:31:19+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-06 10:00,2.0,3.0,3,3,2026-07-06T16:31:19+00:00,2.0,2026-07-06T16:31:19+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-06 10:00,2.0,3.0,3,3,2026-07-06T16:31:19+00:00,2.0,2026-07-06T16:31:19+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-06 10:00,1.0,2.0,2,2,2026-07-06T16:31:19+00:00,1.0,2026-07-06T16:31:19+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-06 10:00,1.0,2.0,3,2,2026-07-06T16:31:19+00:00,1.0,2026-07-06T16:31:19+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-06 10:00,2.0,3.0,3,3,2026-07-06T16:31:19+00:00,1.0,2026-07-06T16:31:19+00:00,1.0,1.0,Minor difference
Strathcona County,Sherwood Park,2026-07-06 10:00,2.0,3.0,3,3,2026-07-06T16:31:19+00:00,,,,,OK
Edmonton,Edmonton,2026-07-06 12:00,2.0,3.0,3,3,2026-07-06T19:06:27+00:00,2.0,2026-07-06T19:06:27+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-06 12:00,2.0,3.0,3,3,2026-07-06T19:06:27+00:00,2.0,2026-07-06T19:06:27+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-06 12:00,2.0,2.0,3,2,2026-07-06T19:06:27+00:00,2.0,2026-07-06T19:06:27+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-06 12:00,2.0,5.0,4,5,2026-07-06T19:06:27+00:00,2.0,2026-07-06T19:06:27+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-06 10:00,1.0,2.0,3,2,2026-07-06T19:06:27+00:00,1.0,2026-07-06T19:06:27+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-06 12:00,2.0,3.0,3,3,2026-07-06T19:06:27+00:00,2.0,2026-07-06T19:06:27+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-06 12:00,2.0,3.0,3,3,2026-07-06T19:06:27+00:00,2.0,2026-07-06T19:06:27+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-06 10:00,2.0,3.0,3,3,2026-07-06T19:06:27+00:00,1.0,2026-07-06T19:06:27+00:00,1.0,1.0,Minor difference
Cold Lake,Cold Lake,2026-07-06 11:00,2.0,2.0,2,2,2026-07-06T19:06:27+00:00,2.0,2026-07-06T19:06:27+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-06 12:00,2.0,2.0,3,2,2026-07-06T19:06:27+00:00,2.0,2026-07-06T19:06:27+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-06 12:00,2.0,3.0,3,3,2026-07-06T19:06:27+00:00,2.0,2026-07-06T19:06:27+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-06 12:00,2.0,3.0,3,3,2026-07-06T19:06:27+00:00,,,,,OK
Edmonton,Edmonton,2026-07-06 14:00,2.0,3.0,3,3,2026-07-06T21:02:23+00:00,2.0,2026-07-06T21:02:24+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-06 14:00,2.0,3.0,3,3,2026-07-06T21:02:23+00:00,2.0,2026-07-06T21:02:24+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-06 14:00,2.0,2.0,3,2,2026-07-06T21:02:23+00:00,2.0,2026-07-06T21:02:24+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-06 14:00,2.0,5.0,4,5,2026-07-06T21:02:23+00:00,2.0,2026-07-06T21:02:24+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-06 10:00,1.0,2.0,3,2,2026-07-06T21:02:23+00:00,1.0,2026-07-06T21:02:24+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-06 14:00,2.0,3.0,3,3,2026-07-06T21:02:23+00:00,2.0,2026-07-06T21:02:24+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-06 14:00,2.0,3.0,3,3,2026-07-06T21:02:23+00:00,2.0,2026-07-06T21:02:24+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-06 10:00,2.0,3.0,3,3,2026-07-06T21:02:23+00:00,1.0,2026-07-06T21:02:24+00:00,1.0,1.0,Minor difference
Cold Lake,Cold Lake,2026-07-06 14:00,2.0,2.0,2,2,2026-07-06T21:02:23+00:00,2.0,2026-07-06T21:02:24+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-06 14:00,2.0,2.0,3,2,2026-07-06T21:02:23+00:00,2.0,2026-07-06T21:02:24+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-06 14:00,3.0,3.0,3,3,2026-07-06T21:02:23+00:00,3.0,2026-07-06T21:02:24+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-06 14:00,2.0,3.0,3,3,2026-07-06T21:02:23+00:00,,,,,OK
Edmonton,Edmonton,2026-07-06 16:00,2.0,3.0,3,3,2026-07-06T22:39:16+00:00,2.0,2026-07-06T22:39:16+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-06 16:00,2.0,3.0,3,3,2026-07-06T22:39:16+00:00,2.0,2026-07-06T22:39:16+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-06 16:00,2.0,2.0,3,2,2026-07-06T22:39:16+00:00,2.0,2026-07-06T22:39:16+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-06 16:00,2.0,5.0,4,5,2026-07-06T22:39:16+00:00,2.0,2026-07-06T22:39:16+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-06 10:00,1.0,2.0,3,2,2026-07-06T22:39:16+00:00,2.0,2026-07-06T22:39:16+00:00,-1.0,1.0,Minor difference
Lethbridge,Lethbridge,2026-07-06 16:00,2.0,3.0,3,3,2026-07-06T22:39:16+00:00,2.0,2026-07-06T22:39:16+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-06 16:00,2.0,3.0,3,3,2026-07-06T22:39:16+00:00,2.0,2026-07-06T22:39:16+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-06 10:00,2.0,3.0,3,3,2026-07-06T22:39:16+00:00,1.0,2026-07-06T22:39:16+00:00,1.0,1.0,Minor difference
Cold Lake,Cold Lake,2026-07-06 16:00,2.0,2.0,2,2,2026-07-06T22:39:16+00:00,2.0,2026-07-06T22:39:16+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-06 16:00,2.0,2.0,3,2,2026-07-06T22:39:16+00:00,2.0,2026-07-06T22:39:16+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-06 16:00,3.0,3.0,3,3,2026-07-06T22:39:16+00:00,3.0,2026-07-06T22:39:16+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-06 16:00,2.0,3.0,3,3,2026-07-06T22:39:16+00:00,,,,,OK
Edmonton,Edmonton,2026-07-06 18:00,2.0,,3,3,2026-07-07T01:08:42+00:00,2.0,2026-07-07T01:08:43+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-06 18:00,3.0,,3,2,2026-07-07T01:08:42+00:00,3.0,2026-07-07T01:08:43+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-06 18:00,3.0,,3,2,2026-07-07T01:08:42+00:00,3.0,2026-07-07T01:08:43+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-06 18:00,2.0,,3,2,2026-07-07T01:08:42+00:00,2.0,2026-07-07T01:08:43+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,,,,3,2,2026-07-07T01:08:42+00:00,2.0,2026-07-07T01:08:43+00:00,,,OK
Lethbridge,Lethbridge,2026-07-06 18:00,2.0,,2,2,2026-07-07T01:08:42+00:00,2.0,2026-07-07T01:08:43+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-06 18:00,2.0,,2,2,2026-07-07T01:08:42+00:00,2.0,2026-07-07T01:08:43+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-06 18:00,2.0,,3,2,2026-07-07T01:08:42+00:00,2.0,2026-07-07T01:08:43+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-06 18:00,2.0,,2,2,2026-07-07T01:08:42+00:00,2.0,2026-07-07T01:08:43+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-06 18:00,2.0,,3,2,2026-07-07T01:08:42+00:00,2.0,2026-07-07T01:08:43+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-06 18:00,2.0,,3,3,2026-07-07T01:08:42+00:00,2.0,2026-07-07T01:08:43+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-06 18:00,2.0,,3,3,2026-07-07T01:08:42+00:00,,,,,OK
Edmonton,Edmonton,2026-07-06 22:00,2.0,,3,3,2026-07-07T05:08:44+00:00,2.0,2026-07-07T05:08:45+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-06 22:00,2.0,,3,2,2026-07-07T05:08:44+00:00,2.0,2026-07-07T05:08:45+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-06 22:00,2.0,,3,2,2026-07-07T05:08:44+00:00,2.0,2026-07-07T05:08:45+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-06 22:00,2.0,,3,2,2026-07-07T05:08:44+00:00,2.0,2026-07-07T05:08:45+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-06 22:00,2.0,,3,2,2026-07-07T05:08:44+00:00,2.0,2026-07-07T05:08:45+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-06 21:00,2.0,,2,2,2026-07-07T05:08:44+00:00,2.0,2026-07-07T05:08:45+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-06 22:00,2.0,,2,2,2026-07-07T05:08:44+00:00,2.0,2026-07-07T05:08:45+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-06 22:00,3.0,,3,2,2026-07-07T05:08:44+00:00,3.0,2026-07-07T05:08:45+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-06 22:00,2.0,,2,2,2026-07-07T05:08:44+00:00,2.0,2026-07-07T05:08:45+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-06 22:00,2.0,,3,2,2026-07-07T05:08:44+00:00,2.0,2026-07-07T05:08:45+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-06 22:00,2.0,,3,3,2026-07-07T05:08:44+00:00,2.0,2026-07-07T05:08:45+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-06 22:00,2.0,,3,3,2026-07-07T05:08:44+00:00,,,,,OK
Edmonton,Edmonton,2026-07-07 02:00,2.0,,3,3,2026-07-07T08:44:45+00:00,2.0,2026-07-07T08:44:45+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-07 02:00,2.0,,3,2,2026-07-07T08:44:45+00:00,2.0,2026-07-07T08:44:45+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-07 02:00,2.0,,3,2,2026-07-07T08:44:45+00:00,2.0,2026-07-07T08:44:45+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-07 02:00,1.0,,3,2,2026-07-07T08:44:45+00:00,1.0,2026-07-07T08:44:45+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-07 02:00,1.0,,3,2,2026-07-07T08:44:45+00:00,1.0,2026-07-07T08:44:45+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-07 02:00,2.0,,2,2,2026-07-07T08:44:45+00:00,2.0,2026-07-07T08:44:45+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-07 02:00,2.0,,2,2,2026-07-07T08:44:45+00:00,2.0,2026-07-07T08:44:45+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-07 02:00,2.0,,3,2,2026-07-07T08:44:45+00:00,2.0,2026-07-07T08:44:45+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-07 02:00,1.0,,2,2,2026-07-07T08:44:45+00:00,1.0,2026-07-07T08:44:45+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-07 02:00,2.0,,3,2,2026-07-07T08:44:45+00:00,2.0,2026-07-07T08:44:45+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-07 02:00,2.0,,3,3,2026-07-07T08:44:45+00:00,2.0,2026-07-07T08:44:45+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-07 02:00,2.0,,3,3,2026-07-07T08:44:45+00:00,,,,,OK
Edmonton,Edmonton,2026-07-07 08:00,2.0,3.0,3,3,2026-07-07T15:17:13+00:00,2.0,2026-07-07T15:17:14+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-07 08:00,2.0,3.0,4,3,2026-07-07T15:17:13+00:00,2.0,2026-07-07T15:17:14+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-07 08:00,1.0,3.0,3,3,2026-07-07T15:17:13+00:00,1.0,2026-07-07T15:17:14+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-07 08:00,1.0,2.0,2,2,2026-07-07T15:17:13+00:00,1.0,2026-07-07T15:17:14+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-07 08:00,2.0,3.0,2,3,2026-07-07T15:17:13+00:00,2.0,2026-07-07T15:17:14+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-07 08:00,2.0,3.0,3,3,2026-07-07T15:17:13+00:00,2.0,2026-07-07T15:17:14+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-07 08:00,2.0,2.0,3,2,2026-07-07T15:17:13+00:00,2.0,2026-07-07T15:17:14+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-07 08:00,2.0,3.0,4,3,2026-07-07T15:17:13+00:00,2.0,2026-07-07T15:17:14+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-07 08:00,1.0,2.0,2,2,2026-07-07T15:17:13+00:00,1.0,2026-07-07T15:17:14+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-07 08:00,2.0,3.0,2,3,2026-07-07T15:17:13+00:00,2.0,2026-07-07T15:17:14+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-07 08:00,2.0,3.0,3,3,2026-07-07T15:17:13+00:00,2.0,2026-07-07T15:17:14+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-07 08:00,1.0,3.0,3,3,2026-07-07T15:17:13+00:00,,,,,OK
Edmonton,Edmonton,2026-07-07 14:00,2.0,3.0,3,3,2026-07-07T20:58:52+00:00,2.0,2026-07-07T20:58:52+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-07 14:00,3.0,3.0,4,3,2026-07-07T20:58:52+00:00,3.0,2026-07-07T20:58:52+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-07 14:00,2.0,3.0,3,3,2026-07-07T20:58:52+00:00,2.0,2026-07-07T20:58:52+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-07 14:00,2.0,2.0,2,2,2026-07-07T20:58:52+00:00,2.0,2026-07-07T20:58:52+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-07 14:00,2.0,3.0,2,3,2026-07-07T20:58:52+00:00,3.0,2026-07-07T20:58:52+00:00,-1.0,1.0,Minor difference
Lethbridge,Lethbridge,2026-07-07 14:00,3.0,3.0,3,3,2026-07-07T20:58:52+00:00,3.0,2026-07-07T20:58:52+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-07 14:00,2.0,2.0,3,2,2026-07-07T20:58:52+00:00,2.0,2026-07-07T20:58:52+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-07 10:00,2.0,3.0,4,3,2026-07-07T20:58:52+00:00,1.0,2026-07-07T20:58:52+00:00,1.0,1.0,Minor difference
Cold Lake,Cold Lake,2026-07-07 10:00,1.0,2.0,2,2,2026-07-07T20:58:52+00:00,1.0,2026-07-07T20:58:52+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-07 14:00,2.0,3.0,2,3,2026-07-07T20:58:52+00:00,2.0,2026-07-07T20:58:52+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-07 14:00,3.0,3.0,3,3,2026-07-07T20:58:52+00:00,3.0,2026-07-07T20:58:52+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-07 14:00,2.0,3.0,3,3,2026-07-07T20:58:52+00:00,,,,,OK
Edmonton,Edmonton,2026-07-07 16:00,3.0,3.0,3,3,2026-07-07T22:32:11+00:00,3.0,2026-07-07T22:32:12+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-07 16:00,3.0,3.0,4,3,2026-07-07T22:32:11+00:00,3.0,2026-07-07T22:32:12+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-07 16:00,3.0,3.0,3,3,2026-07-07T22:32:11+00:00,3.0,2026-07-07T22:32:12+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-07 16:00,2.0,2.0,2,2,2026-07-07T22:32:11+00:00,2.0,2026-07-07T22:32:12+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-07 16:00,3.0,3.0,2,3,2026-07-07T22:32:11+00:00,3.0,2026-07-07T22:32:12+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-07 16:00,3.0,3.0,3,3,2026-07-07T22:32:11+00:00,3.0,2026-07-07T22:32:12+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-07 16:00,2.0,2.0,3,2,2026-07-07T22:32:11+00:00,2.0,2026-07-07T22:32:12+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-07 16:00,3.0,3.0,4,3,2026-07-07T22:32:11+00:00,3.0,2026-07-07T22:32:12+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-07 10:00,1.0,2.0,2,2,2026-07-07T22:32:11+00:00,1.0,2026-07-07T22:32:12+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-07 16:00,2.0,3.0,2,3,2026-07-07T22:32:11+00:00,2.0,2026-07-07T22:32:12+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-07 16:00,3.0,3.0,3,3,2026-07-07T22:32:11+00:00,3.0,2026-07-07T22:32:12+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-07 16:00,2.0,3.0,3,3,2026-07-07T22:32:11+00:00,,,,,OK
Edmonton,Edmonton,2026-07-07 17:00,3.0,,3,3,2026-07-08T00:13:09+00:00,3.0,2026-07-08T00:13:10+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-07 17:00,3.0,,3,3,2026-07-08T00:13:09+00:00,3.0,2026-07-08T00:13:10+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-07 17:00,3.0,,3,2,2026-07-08T00:13:09+00:00,3.0,2026-07-08T00:13:10+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-07 17:00,2.0,,2,2,2026-07-08T00:13:09+00:00,2.0,2026-07-08T00:13:10+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-07 17:00,3.0,,2,2,2026-07-08T00:13:09+00:00,3.0,2026-07-08T00:13:10+00:00,0.0,0.0,OK
